0.000000e+00	2.000000e+00
1.020408e-01	1.630792e+00
2.040816e-01	1.329741e+00
3.061224e-01	1.084265e+00
4.081633e-01	8.841051e-01
5.102041e-01	7.208956e-01
6.122449e-01	5.878152e-01
7.142857e-01	4.793021e-01
8.163265e-01	3.908209e-01
9.183673e-01	3.186737e-01
1.020408e+00	2.598452e-01
1.122449e+00	2.118767e-01
1.224490e+00	1.727634e-01
1.326531e+00	1.408705e-01
1.428571e+00	1.148652e-01
1.530612e+00	9.366063e-02
1.632653e+00	7.637049e-02
1.734694e+00	6.227218e-02
1.836735e+00	5.077647e-02
1.938776e+00	4.140292e-02
2.040816e+00	3.375977e-02
2.142857e+00	2.752757e-02
2.244898e+00	2.244587e-02
2.346939e+00	1.830227e-02
2.448980e+00	1.492359e-02
2.551020e+00	1.216863e-02
2.653061e+00	9.922253e-03
2.755102e+00	8.090563e-03
2.857143e+00	6.597012e-03
2.959184e+00	5.379176e-03
3.061224e+00	4.386157e-03
3.163265e+00	3.576454e-03
3.265306e+00	2.916226e-03
3.367347e+00	2.377878e-03
3.469388e+00	1.938912e-03
3.571429e+00	1.580981e-03
3.673469e+00	1.289125e-03
3.775510e+00	1.051147e-03
3.877551e+00	8.571009e-04
3.979592e+00	6.988765e-04
4.081633e+00	5.698610e-04
4.183673e+00	4.646623e-04
4.285714e+00	3.788837e-04
4.387755e+00	3.089401e-04
4.489796e+00	2.519085e-04
4.591837e+00	2.054051e-04
4.693878e+00	1.674865e-04
4.795918e+00	1.365678e-04
4.897959e+00	1.113568e-04
5.000000e+00	9.079986e-05
